,dir,displayName,gsisId,nflId,o,position,possTeam,s,time,x,y,game_id,play_id,event_name
7759,92.82,Harrison Smith,00-0029606,2532948.0,328.39,FS,False,0.98,2020-01-26 21:37:48.300,4.31,50.24,2020012600,2435,
7760,95.33,Harrison Smith,00-0029606,2532948.0,325.72,FS,False,0.86,2020-01-26 21:37:48.400,4.4,50.23,2020012600,2435,
7761,98.34,Harrison Smith,00-0029606,2532948.0,334.02,FS,False,0.77,2020-01-26 21:37:48.500,4.47,50.22,2020012600,2435,
7762,102.67,Harrison Smith,00-0029606,2532948.0,351.08,FS,False,0.65,2020-01-26 21:37:48.600,4.54,50.21,2020012600,2435,
7763,112.23,Harrison Smith,00-0029606,2532948.0,1.96,FS,False,0.49,2020-01-26 21:37:48.700,4.59,50.19,2020012600,2435,
7764,122.66,Harrison Smith,00-0029606,2532948.0,2.97,FS,False,0.39,2020-01-26 21:37:48.800,4.63,50.17,2020012600,2435,
7765,151.64,Harrison Smith,00-0029606,2532948.0,7.48,FS,False,0.27,2020-01-26 21:37:48.900,4.65,50.15,2020012600,2435,
7766,186.0,Harrison Smith,00-0029606,2532948.0,13.25,FS,False,0.24,2020-01-26 21:37:49.000,4.65,50.12,2020012600,2435,
7767,214.0,Harrison Smith,00-0029606,2532948.0,16.27,FS,False,0.24,2020-01-26 21:37:49.100,4.64,50.11,2020012600,2435,
7768,230.21,Harrison Smith,00-0029606,2532948.0,23.34,FS,False,0.3,2020-01-26 21:37:49.200,4.62,50.09,2020012600,2435,
7769,240.36,Harrison Smith,00-0029606,2532948.0,95.14,FS,False,0.32,2020-01-26 21:37:49.300,4.6,50.08,2020012600,2435,
7770,172.97,Harrison Smith,00-0029606,2532948.0,61.81,FS,False,0.02,2020-01-26 21:37:49.400,4.67,50.09,2020012600,2435,
7771,90.6,Harrison Smith,00-0029606,2532948.0,48.92,FS,False,0.15,2020-01-26 21:37:49.500,4.71,50.09,2020012600,2435,
7772,90.84,Harrison Smith,00-0029606,2532948.0,57.2,FS,False,0.2,2020-01-26 21:37:49.600,4.73,50.09,2020012600,2435,
7773,86.78,Harrison Smith,00-0029606,2532948.0,62.15,FS,False,0.24,2020-01-26 21:37:49.700,4.75,50.09,2020012600,2435,
7774,67.87,Harrison Smith,00-0029606,2532948.0,109.61,FS,False,0.53,2020-01-26 21:37:49.800,4.82,50.1,2020012600,2435,
7775,61.29,Harrison Smith,00-0029606,2532948.0,108.81,FS,False,0.67,2020-01-26 21:37:49.900,4.88,50.15,2020012600,2435,
7776,68.17,Harrison Smith,00-0029606,2532948.0,108.81,FS,False,0.68,2020-01-26 21:37:50.000,4.94,50.17,2020012600,2435,
7777,73.78,Harrison Smith,00-0029606,2532948.0,107.64,FS,False,0.76,2020-01-26 21:37:50.100,5.0,50.19,2020012600,2435,
7778,75.19,Harrison Smith,00-0029606,2532948.0,106.27,FS,False,0.92,2020-01-26 21:37:50.200,5.08,50.21,2020012600,2435,
7779,75.99,Harrison Smith,00-0029606,2532948.0,106.27,FS,False,0.99,2020-01-26 21:37:50.300,5.18,50.23,2020012600,2435,
7780,83.14,Harrison Smith,00-0029606,2532948.0,105.11,FS,False,1.05,2020-01-26 21:37:50.400,5.28,50.25,2020012600,2435,
7781,89.88,Harrison Smith,00-0029606,2532948.0,105.11,FS,False,1.0,2020-01-26 21:37:50.500,5.38,50.24,2020012600,2435,
7782,99.54,Harrison Smith,00-0029606,2532948.0,123.34,FS,False,1.21,2020-01-26 21:37:50.600,5.5,50.22,2020012600,2435,
7783,102.03,Harrison Smith,00-0029606,2532948.0,124.44,FS,False,1.3,2020-01-26 21:37:50.700,5.63,50.2,2020012600,2435,
7784,105.33,Harrison Smith,00-0029606,2532948.0,128.3,FS,False,1.33,2020-01-26 21:37:50.800,5.75,50.16,2020012600,2435,
7785,109.58,Harrison Smith,00-0029606,2532948.0,149.21,FS,False,1.41,2020-01-26 21:37:50.900,5.88,50.13,2020012600,2435,
7786,113.12,Harrison Smith,00-0029606,2532948.0,156.46,FS,False,1.49,2020-01-26 21:37:51.000,6.02,50.07,2020012600,2435,
7787,119.13,Harrison Smith,00-0029606,2532948.0,183.78,FS,False,1.65,2020-01-26 21:37:51.100,6.16,50.01,2020012600,2435,
7788,122.24,Harrison Smith,00-0029606,2532948.0,193.95,FS,False,1.65,2020-01-26 21:37:51.200,6.3,49.93,2020012600,2435,
7789,126.54,Harrison Smith,00-0029606,2532948.0,217.66,FS,False,1.45,2020-01-26 21:37:51.300,6.43,49.84,2020012600,2435,
7790,122.73,Harrison Smith,00-0029606,2532948.0,245.19,FS,False,1.25,2020-01-26 21:37:51.400,6.54,49.77,2020012600,2435,
7791,116.25,Harrison Smith,00-0029606,2532948.0,262.43,FS,False,1.04,2020-01-26 21:37:51.500,6.64,49.72,2020012600,2435,
7792,112.83,Harrison Smith,00-0029606,2532948.0,270.6,FS,False,0.89,2020-01-26 21:37:51.600,6.73,49.68,2020012600,2435,
7793,110.03,Harrison Smith,00-0029606,2532948.0,283.62,FS,False,0.71,2020-01-26 21:37:51.700,6.81,49.65,2020012600,2435,
7794,104.18,Harrison Smith,00-0029606,2532948.0,289.49,FS,False,0.57,2020-01-26 21:37:51.800,6.87,49.63,2020012600,2435,
7795,90.19,Harrison Smith,00-0029606,2532948.0,316.9,FS,False,0.64,2020-01-26 21:37:51.900,6.93,49.62,2020012600,2435,
7796,75.6,Harrison Smith,00-0029606,2532948.0,332.8,FS,False,0.6,2020-01-26 21:37:52.000,6.99,49.63,2020012600,2435,
7797,65.52,Harrison Smith,00-0029606,2532948.0,347.24,FS,False,0.63,2020-01-26 21:37:52.100,7.05,49.65,2020012600,2435,
7798,60.88,Harrison Smith,00-0029606,2532948.0,0.38,FS,False,0.66,2020-01-26 21:37:52.200,7.11,49.68,2020012600,2435,
7799,52.07,Harrison Smith,00-0029606,2532948.0,13.5,FS,False,0.74,2020-01-26 21:37:52.300,7.17,49.72,2020012600,2435,
7800,46.04,Harrison Smith,00-0029606,2532948.0,28.72,FS,False,0.82,2020-01-26 21:37:52.400,7.22,49.77,2020012600,2435,
7801,40.2,Harrison Smith,00-0029606,2532948.0,41.82,FS,False,0.91,2020-01-26 21:37:52.500,7.28,49.83,2020012600,2435,
7802,38.27,Harrison Smith,00-0029606,2532948.0,54.74,FS,False,1.01,2020-01-26 21:37:52.600,7.34,49.91,2020012600,2435,
7803,38.02,Harrison Smith,00-0029606,2532948.0,61.78,FS,False,1.07,2020-01-26 21:37:52.700,7.41,49.99,2020012600,2435,
7804,37.49,Harrison Smith,00-0029606,2532948.0,72.64,FS,False,1.17,2020-01-26 21:37:52.800,7.48,50.08,2020012600,2435,
7805,37.11,Harrison Smith,00-0029606,2532948.0,77.61,FS,False,1.24,2020-01-26 21:37:52.900,7.55,50.17,2020012600,2435,
7806,41.02,Harrison Smith,00-0029606,2532948.0,83.25,FS,False,1.23,2020-01-26 21:37:53.000,7.63,50.27,2020012600,2435,
7807,47.62,Harrison Smith,00-0029606,2532948.0,84.25,FS,False,1.17,2020-01-26 21:37:53.100,7.72,50.34,2020012600,2435,
7808,57.24,Harrison Smith,00-0029606,2532948.0,88.26,FS,False,1.08,2020-01-26 21:37:53.200,7.81,50.4,2020012600,2435,
7809,62.55,Harrison Smith,00-0029606,2532948.0,93.5,FS,False,1.03,2020-01-26 21:37:53.300,7.9,50.46,2020012600,2435,
7810,64.88,Harrison Smith,00-0029606,2532948.0,94.85,FS,False,1.07,2020-01-26 21:37:53.400,8.0,50.5,2020012600,2435,
7811,71.29,Harrison Smith,00-0029606,2532948.0,92.99,FS,False,1.11,2020-01-26 21:37:53.500,8.1,50.54,2020012600,2435,
7812,72.48,Harrison Smith,00-0029606,2532948.0,92.37,FS,False,1.16,2020-01-26 21:37:53.600,8.21,50.58,2020012600,2435,
7813,69.68,Harrison Smith,00-0029606,2532948.0,90.74,FS,False,1.15,2020-01-26 21:37:53.700,8.32,50.61,2020012600,2435,
7814,72.34,Harrison Smith,00-0029606,2532948.0,90.74,FS,False,1.12,2020-01-26 21:37:53.800,8.43,50.65,2020012600,2435,
7815,72.21,Harrison Smith,00-0029606,2532948.0,90.74,FS,False,1.1,2020-01-26 21:37:53.900,8.53,50.68,2020012600,2435,
7816,71.77,Harrison Smith,00-0029606,2532948.0,89.93,FS,False,1.08,2020-01-26 21:37:54.000,8.64,50.72,2020012600,2435,
7817,71.93,Harrison Smith,00-0029606,2532948.0,88.54,FS,False,1.07,2020-01-26 21:37:54.100,8.74,50.76,2020012600,2435,
7818,72.95,Harrison Smith,00-0029606,2532948.0,88.54,FS,False,1.04,2020-01-26 21:37:54.200,8.84,50.79,2020012600,2435,
7819,76.36,Harrison Smith,00-0029606,2532948.0,87.26,FS,False,1.05,2020-01-26 21:37:54.300,8.94,50.82,2020012600,2435,
7820,77.88,Harrison Smith,00-0029606,2532948.0,86.55,FS,False,1.09,2020-01-26 21:37:54.400,9.04,50.85,2020012600,2435,
7821,81.45,Harrison Smith,00-0029606,2532948.0,86.55,FS,False,1.11,2020-01-26 21:37:54.500,9.14,50.87,2020012600,2435,
7822,85.83,Harrison Smith,00-0029606,2532948.0,86.55,FS,False,1.14,2020-01-26 21:37:54.600,9.26,50.89,2020012600,2435,
7823,90.92,Harrison Smith,00-0029606,2532948.0,86.55,FS,False,1.17,2020-01-26 21:37:54.700,9.37,50.89,2020012600,2435,
7824,94.87,Harrison Smith,00-0029606,2532948.0,86.55,FS,False,1.18,2020-01-26 21:37:54.800,9.49,50.89,2020012600,2435,
7825,97.77,Harrison Smith,00-0029606,2532948.0,88.47,FS,False,1.2,2020-01-26 21:37:54.900,9.61,50.87,2020012600,2435,
7826,98.0,Harrison Smith,00-0029606,2532948.0,90.49,FS,False,1.21,2020-01-26 21:37:55.000,9.73,50.86,2020012600,2435,
7827,96.28,Harrison Smith,00-0029606,2532948.0,92.79,FS,False,1.22,2020-01-26 21:37:55.100,9.85,50.85,2020012600,2435,
7828,92.38,Harrison Smith,00-0029606,2532948.0,94.03,FS,False,1.21,2020-01-26 21:37:55.200,9.97,50.84,2020012600,2435,
7829,89.18,Harrison Smith,00-0029606,2532948.0,94.03,FS,False,1.23,2020-01-26 21:37:55.300,10.09,50.84,2020012600,2435,
7830,85.25,Harrison Smith,00-0029606,2532948.0,96.47,FS,False,1.23,2020-01-26 21:37:55.400,10.21,50.85,2020012600,2435,
7831,83.05,Harrison Smith,00-0029606,2532948.0,98.86,FS,False,1.28,2020-01-26 21:37:55.500,10.34,50.86,2020012600,2435,
7832,81.78,Harrison Smith,00-0029606,2532948.0,100.38,FS,False,1.32,2020-01-26 21:37:55.600,10.47,50.88,2020012600,2435,
7833,82.08,Harrison Smith,00-0029606,2532948.0,99.58,FS,False,1.38,2020-01-26 21:37:55.700,10.6,50.9,2020012600,2435,
7834,81.41,Harrison Smith,00-0029606,2532948.0,97.69,FS,False,1.42,2020-01-26 21:37:55.800,10.74,50.92,2020012600,2435,
7835,81.11,Harrison Smith,00-0029606,2532948.0,95.9,FS,False,1.45,2020-01-26 21:37:55.900,10.88,50.95,2020012600,2435,
7836,81.99,Harrison Smith,00-0029606,2532948.0,93.47,FS,False,1.5,2020-01-26 21:37:56.000,11.03,50.97,2020012600,2435,
7837,82.78,Harrison Smith,00-0029606,2532948.0,90.58,FS,False,1.55,2020-01-26 21:37:56.100,11.18,50.99,2020012600,2435,
7838,82.73,Harrison Smith,00-0029606,2532948.0,87.89,FS,False,1.54,2020-01-26 21:37:56.200,11.33,51.01,2020012600,2435,
7839,80.25,Harrison Smith,00-0029606,2532948.0,85.66,FS,False,1.53,2020-01-26 21:37:56.300,11.49,51.03,2020012600,2435,
7840,79.56,Harrison Smith,00-0029606,2532948.0,84.18,FS,False,1.51,2020-01-26 21:37:56.400,11.63,51.06,2020012600,2435,
7841,78.88,Harrison Smith,00-0029606,2532948.0,82.62,FS,False,1.56,2020-01-26 21:37:56.500,11.79,51.1,2020012600,2435,
7842,77.07,Harrison Smith,00-0029606,2532948.0,82.62,FS,False,1.54,2020-01-26 21:37:56.600,11.94,51.13,2020012600,2435,
7843,78.24,Harrison Smith,00-0029606,2532948.0,81.03,FS,False,1.55,2020-01-26 21:37:56.700,12.09,51.16,2020012600,2435,
7844,79.8,Harrison Smith,00-0029606,2532948.0,79.3,FS,False,1.55,2020-01-26 21:37:56.800,12.25,51.19,2020012600,2435,
7845,81.25,Harrison Smith,00-0029606,2532948.0,77.42,FS,False,1.54,2020-01-26 21:37:56.900,12.4,51.22,2020012600,2435,
7846,82.34,Harrison Smith,00-0029606,2532948.0,75.02,FS,False,1.56,2020-01-26 21:37:57.000,12.55,51.24,2020012600,2435,
7847,83.2,Harrison Smith,00-0029606,2532948.0,73.66,FS,False,1.57,2020-01-26 21:37:57.100,12.7,51.26,2020012600,2435,
7848,81.64,Harrison Smith,00-0029606,2532948.0,76.25,FS,False,1.53,2020-01-26 21:37:57.200,12.86,51.28,2020012600,2435,
7849,79.54,Harrison Smith,00-0029606,2532948.0,79.42,FS,False,1.54,2020-01-26 21:37:57.300,13.01,51.31,2020012600,2435,
7850,77.17,Harrison Smith,00-0029606,2532948.0,79.42,FS,False,1.58,2020-01-26 21:37:57.400,13.16,51.34,2020012600,2435,
7851,76.82,Harrison Smith,00-0029606,2532948.0,79.42,FS,False,1.58,2020-01-26 21:37:57.500,13.32,51.38,2020012600,2435,
7852,77.77,Harrison Smith,00-0029606,2532948.0,81.63,FS,False,1.55,2020-01-26 21:37:57.600,13.47,51.41,2020012600,2435,
7853,75.42,Harrison Smith,00-0029606,2532948.0,83.61,FS,False,1.56,2020-01-26 21:37:57.700,13.62,51.45,2020012600,2435,
7854,78.03,Harrison Smith,00-0029606,2532948.0,83.61,FS,False,1.62,2020-01-26 21:37:57.800,13.78,51.49,2020012600,2435,
7855,78.71,Harrison Smith,00-0029606,2532948.0,84.96,FS,False,1.63,2020-01-26 21:37:57.900,13.94,51.52,2020012600,2435,
7856,79.53,Harrison Smith,00-0029606,2532948.0,84.05,FS,False,1.64,2020-01-26 21:37:58.000,14.1,51.56,2020012600,2435,
7857,79.81,Harrison Smith,00-0029606,2532948.0,84.05,FS,False,1.64,2020-01-26 21:37:58.100,14.26,51.59,2020012600,2435,
7858,79.24,Harrison Smith,00-0029606,2532948.0,83.36,FS,False,1.65,2020-01-26 21:37:58.200,14.42,51.62,2020012600,2435,
7859,78.38,Harrison Smith,00-0029606,2532948.0,84.15,FS,False,1.65,2020-01-26 21:37:58.300,14.58,51.65,2020012600,2435,
7860,75.68,Harrison Smith,00-0029606,2532948.0,84.15,FS,False,1.63,2020-01-26 21:37:58.400,14.75,51.69,2020012600,2435,
7861,73.16,Harrison Smith,00-0029606,2532948.0,82.82,FS,False,1.61,2020-01-26 21:37:58.500,14.9,51.73,2020012600,2435,
7862,73.75,Harrison Smith,00-0029606,2532948.0,81.7,FS,False,1.58,2020-01-26 21:37:58.600,15.05,51.78,2020012600,2435,
7863,75.04,Harrison Smith,00-0029606,2532948.0,81.7,FS,False,1.51,2020-01-26 21:37:58.700,15.2,51.82,2020012600,2435,
7864,126.96,Fletcher Cox,00-0029653,2533051.0,250.78,DT,False,0.02,2020-01-26 21:36:55.800,91.81,31.34,2020012600,2435,huddle_start_offense
7865,133.96,Fletcher Cox,00-0029653,2533051.0,252.63,DT,False,0.02,2020-01-26 21:36:55.900,91.8,31.33,2020012600,2435,
7866,132.23,Fletcher Cox,00-0029653,2533051.0,254.19,DT,False,0.01,2020-01-26 21:36:56.000,91.8,31.33,2020012600,2435,
7867,129.97,Fletcher Cox,00-0029653,2533051.0,256.79,DT,False,0.01,2020-01-26 21:36:56.100,91.8,31.34,2020012600,2435,
7868,131.31,Fletcher Cox,00-0029653,2533051.0,258.08,DT,False,0.01,2020-01-26 21:36:56.200,91.8,31.33,2020012600,2435,
7869,132.05,Fletcher Cox,00-0029653,2533051.0,260.08,DT,False,0.01,2020-01-26 21:36:56.300,91.8,31.33,2020012600,2435,
7870,134.17,Fletcher Cox,00-0029653,2533051.0,260.08,DT,False,0.01,2020-01-26 21:36:56.400,91.8,31.33,2020012600,2435,
7871,132.58,Fletcher Cox,00-0029653,2533051.0,262.33,DT,False,0.01,2020-01-26 21:36:56.500,91.8,31.33,2020012600,2435,
7872,125.49,Fletcher Cox,00-0029653,2533051.0,263.93,DT,False,0.01,2020-01-26 21:36:56.600,91.8,31.35,2020012600,2435,huddle_break_offense
7873,113.67,Fletcher Cox,00-0029653,2533051.0,264.82,DT,False,0.0,2020-01-26 21:36:56.700,91.8,31.36,2020012600,2435,
7874,100.82,Fletcher Cox,00-0029653,2533051.0,266.13,DT,False,0.0,2020-01-26 21:36:56.800,91.81,31.38,2020012600,2435,
7875,99.63,Fletcher Cox,00-0029653,2533051.0,266.13,DT,False,0.0,2020-01-26 21:36:56.900,91.81,31.38,2020012600,2435,
7876,85.89,Fletcher Cox,00-0029653,2533051.0,269.84,DT,False,0.0,2020-01-26 21:36:57.000,91.81,31.4,2020012600,2435,
7877,71.29,Fletcher Cox,00-0029653,2533051.0,272.08,DT,False,0.0,2020-01-26 21:36:57.100,91.81,31.42,2020012600,2435,
7878,65.89,Fletcher Cox,00-0029653,2533051.0,273.76,DT,False,0.0,2020-01-26 21:36:57.200,91.81,31.43,2020012600,2435,
7879,53.31,Fletcher Cox,00-0029653,2533051.0,275.7,DT,False,0.0,2020-01-26 21:36:57.300,91.8,31.44,2020012600,2435,
7880,34.22,Fletcher Cox,00-0029653,2533051.0,273.27,DT,False,0.0,2020-01-26 21:36:57.400,91.79,31.47,2020012600,2435,
7881,18.3,Fletcher Cox,00-0029653,2533051.0,276.5,DT,False,0.0,2020-01-26 21:36:57.500,91.77,31.5,2020012600,2435,
7882,15.08,Fletcher Cox,00-0029653,2533051.0,276.5,DT,False,0.0,2020-01-26 21:36:57.600,91.77,31.5,2020012600,2435,
7883,11.92,Fletcher Cox,00-0029653,2533051.0,278.27,DT,False,0.0,2020-01-26 21:36:57.700,91.77,31.51,2020012600,2435,
7884,347.72,Fletcher Cox,00-0029653,2533051.0,279.98,DT,False,0.01,2020-01-26 21:36:57.800,91.75,31.55,2020012600,2435,
7885,338.71,Fletcher Cox,00-0029653,2533051.0,283.47,DT,False,0.14,2020-01-26 21:36:57.900,91.75,31.57,2020012600,2435,
7886,338.9,Fletcher Cox,00-0029653,2533051.0,282.85,DT,False,0.37,2020-01-26 21:36:58.000,91.74,31.59,2020012600,2435,
7887,341.87,Fletcher Cox,00-0029653,2533051.0,282.85,DT,False,0.69,2020-01-26 21:36:58.100,91.72,31.65,2020012600,2435,
7888,343.1,Fletcher Cox,00-0029653,2533051.0,282.85,DT,False,0.98,2020-01-26 21:36:58.200,91.69,31.74,2020012600,2435,
7889,343.4,Fletcher Cox,00-0029653,2533051.0,282.21,DT,False,1.19,2020-01-26 21:36:58.300,91.66,31.84,2020012600,2435,
7890,343.69,Fletcher Cox,00-0029653,2533051.0,281.54,DT,False,1.32,2020-01-26 21:36:58.400,91.63,31.96,2020012600,2435,
7891,343.76,Fletcher Cox,00-0029653,2533051.0,281.54,DT,False,1.34,2020-01-26 21:36:58.500,91.59,32.08,2020012600,2435,
7892,344.68,Fletcher Cox,00-0029653,2533051.0,283.85,DT,False,1.28,2020-01-26 21:36:58.600,91.56,32.2,2020012600,2435,
7893,346.97,Fletcher Cox,00-0029653,2533051.0,280.19,DT,False,1.1,2020-01-26 21:36:58.700,91.54,32.3,2020012600,2435,
7894,348.92,Fletcher Cox,00-0029653,2533051.0,276.67,DT,False,0.91,2020-01-26 21:36:58.800,91.52,32.39,2020012600,2435,
7895,349.01,Fletcher Cox,00-0029653,2533051.0,274.14,DT,False,0.64,2020-01-26 21:36:58.900,91.51,32.45,2020012600,2435,
7896,357.05,Fletcher Cox,00-0029653,2533051.0,269.87,DT,False,0.43,2020-01-26 21:36:59.000,91.51,32.5,2020012600,2435,
7897,17.11,Fletcher Cox,00-0029653,2533051.0,260.85,DT,False,0.28,2020-01-26 21:36:59.100,91.51,32.53,2020012600,2435,
7898,35.32,Fletcher Cox,00-0029653,2533051.0,258.44,DT,False,0.21,2020-01-26 21:36:59.200,91.52,32.56,2020012600,2435,
7899,72.34,Fletcher Cox,00-0029653,2533051.0,252.9,DT,False,0.21,2020-01-26 21:36:59.300,91.54,32.57,2020012600,2435,
7900,90.79,Fletcher Cox,00-0029653,2533051.0,248.98,DT,False,0.25,2020-01-26 21:36:59.400,91.56,32.58,2020012600,2435,
7901,102.75,Fletcher Cox,00-0029653,2533051.0,243.5,DT,False,0.32,2020-01-26 21:36:59.500,91.59,32.57,2020012600,2435,
7902,104.21,Fletcher Cox,00-0029653,2533051.0,240.66,DT,False,0.34,2020-01-26 21:36:59.600,91.62,32.57,2020012600,2435,
7903,103.39,Fletcher Cox,00-0029653,2533051.0,238.66,DT,False,0.32,2020-01-26 21:36:59.700,91.65,32.56,2020012600,2435,
7904,103.93,Fletcher Cox,00-0029653,2533051.0,236.19,DT,False,0.29,2020-01-26 21:36:59.800,91.68,32.56,2020012600,2435,
7905,93.35,Fletcher Cox,00-0029653,2533051.0,234.95,DT,False,0.17,2020-01-26 21:36:59.900,91.69,32.56,2020012600,2435,
7906,105.94,Fletcher Cox,00-0029653,2533051.0,233.67,DT,False,0.05,2020-01-26 21:37:00.000,91.69,32.56,2020012600,2435,
7907,254.37,Fletcher Cox,00-0029653,2533051.0,232.09,DT,False,0.06,2020-01-26 21:37:00.100,91.69,32.56,2020012600,2435,
7908,261.78,Fletcher Cox,00-0029653,2533051.0,232.92,DT,False,0.15,2020-01-26 21:37:00.200,91.67,32.55,2020012600,2435,
7909,282.12,Fletcher Cox,00-0029653,2533051.0,233.87,DT,False,0.2,2020-01-26 21:37:00.300,91.66,32.56,2020012600,2435,
7910,284.0,Fletcher Cox,00-0029653,2533051.0,238.05,DT,False,0.23,2020-01-26 21:37:00.400,91.64,32.57,2020012600,2435,
7911,274.89,Fletcher Cox,00-0029653,2533051.0,241.87,DT,False,0.27,2020-01-26 21:37:00.500,91.61,32.57,2020012600,2435,
7912,270.57,Fletcher Cox,00-0029653,2533051.0,244.74,DT,False,0.28,2020-01-26 21:37:00.600,91.58,32.57,2020012600,2435,
7913,263.96,Fletcher Cox,00-0029653,2533051.0,250.55,DT,False,0.29,2020-01-26 21:37:00.700,91.55,32.56,2020012600,2435,
7914,263.35,Fletcher Cox,00-0029653,2533051.0,254.08,DT,False,0.29,2020-01-26 21:37:00.800,91.53,32.56,2020012600,2435,
7915,259.06,Fletcher Cox,00-0029653,2533051.0,257.36,DT,False,0.3,2020-01-26 21:37:00.900,91.49,32.54,2020012600,2435,
7916,260.96,Fletcher Cox,00-0029653,2533051.0,259.97,DT,False,0.27,2020-01-26 21:37:01.000,91.47,32.54,2020012600,2435,
7917,259.4,Fletcher Cox,00-0029653,2533051.0,264.88,DT,False,0.25,2020-01-26 21:37:01.100,91.45,32.54,2020012600,2435,
7918,256.92,Fletcher Cox,00-0029653,2533051.0,267.44,DT,False,0.23,2020-01-26 21:37:01.200,91.43,32.53,2020012600,2435,
7919,254.15,Fletcher Cox,00-0029653,2533051.0,269.94,DT,False,0.2,2020-01-26 21:37:01.300,91.42,32.52,2020012600,2435,
7920,256.31,Fletcher Cox,00-0029653,2533051.0,271.67,DT,False,0.17,2020-01-26 21:37:01.400,91.41,32.52,2020012600,2435,
7921,263.46,Fletcher Cox,00-0029653,2533051.0,274.69,DT,False,0.15,2020-01-26 21:37:01.500,91.4,32.54,2020012600,2435,
7922,264.98,Fletcher Cox,00-0029653,2533051.0,276.52,DT,False,0.13,2020-01-26 21:37:01.600,91.39,32.54,2020012600,2435,
7923,261.56,Fletcher Cox,00-0029653,2533051.0,278.51,DT,False,0.11,2020-01-26 21:37:01.700,91.39,32.53,2020012600,2435,
7924,258.99,Fletcher Cox,00-0029653,2533051.0,280.09,DT,False,0.1,2020-01-26 21:37:01.800,91.38,32.53,2020012600,2435,
7925,255.02,Fletcher Cox,00-0029653,2533051.0,281.89,DT,False,0.09,2020-01-26 21:37:01.900,91.37,32.51,2020012600,2435,
7926,253.46,Fletcher Cox,00-0029653,2533051.0,284.87,DT,False,0.09,2020-01-26 21:37:02.000,91.36,32.51,2020012600,2435,
7927,254.36,Fletcher Cox,00-0029653,2533051.0,285.72,DT,False,0.09,2020-01-26 21:37:02.100,91.34,32.5,2020012600,2435,
7928,263.03,Fletcher Cox,00-0029653,2533051.0,284.38,DT,False,0.09,2020-01-26 21:37:02.200,91.3,32.52,2020012600,2435,
7929,262.43,Fletcher Cox,00-0029653,2533051.0,284.38,DT,False,0.09,2020-01-26 21:37:02.300,91.27,32.52,2020012600,2435,
7930,264.84,Fletcher Cox,00-0029653,2533051.0,285.08,DT,False,0.08,2020-01-26 21:37:02.400,91.25,32.53,2020012600,2435,
7931,264.91,Fletcher Cox,00-0029653,2533051.0,285.08,DT,False,0.07,2020-01-26 21:37:02.500,91.25,32.53,2020012600,2435,
7932,272.03,Fletcher Cox,00-0029653,2533051.0,287.49,DT,False,0.08,2020-01-26 21:37:02.600,91.22,32.54,2020012600,2435,
7933,285.99,Fletcher Cox,00-0029653,2533051.0,290.92,DT,False,0.1,2020-01-26 21:37:02.700,91.21,32.55,2020012600,2435,
7934,293.66,Fletcher Cox,00-0029653,2533051.0,295.2,DT,False,0.14,2020-01-26 21:37:02.800,91.2,32.55,2020012600,2435,line_set
7935,295.28,Fletcher Cox,00-0029653,2533051.0,295.2,DT,False,0.19,2020-01-26 21:37:02.900,91.18,32.56,2020012600,2435,
7936,291.76,Fletcher Cox,00-0029653,2533051.0,295.88,DT,False,0.22,2020-01-26 21:37:03.000,91.16,32.56,2020012600,2435,
7937,282.77,Fletcher Cox,00-0029653,2533051.0,295.88,DT,False,0.26,2020-01-26 21:37:03.100,91.14,32.56,2020012600,2435,
7938,260.97,Fletcher Cox,00-0029653,2533051.0,294.21,DT,False,0.26,2020-01-26 21:37:03.200,91.12,32.55,2020012600,2435,
7939,243.96,Fletcher Cox,00-0029653,2533051.0,294.21,DT,False,0.28,2020-01-26 21:37:03.300,91.09,32.54,2020012600,2435,
7940,241.38,Fletcher Cox,00-0029653,2533051.0,294.21,DT,False,0.3,2020-01-26 21:37:03.400,91.06,32.53,2020012600,2435,
7941,246.35,Fletcher Cox,00-0029653,2533051.0,294.97,DT,False,0.31,2020-01-26 21:37:03.500,91.03,32.52,2020012600,2435,
7942,245.55,Fletcher Cox,00-0029653,2533051.0,288.41,DT,False,0.32,2020-01-26 21:37:03.600,91.0,32.51,2020012600,2435,
7943,244.89,Fletcher Cox,00-0029653,2533051.0,286.26,DT,False,0.31,2020-01-26 21:37:03.700,90.97,32.5,2020012600,2435,
7944,250.73,Fletcher Cox,00-0029653,2533051.0,282.2,DT,False,0.22,2020-01-26 21:37:03.800,90.96,32.5,2020012600,2435,
7945,290.36,Fletcher Cox,00-0029653,2533051.0,276.88,DT,False,0.03,2020-01-26 21:37:03.900,90.98,32.51,2020012600,2435,
7946,183.83,Fletcher Cox,00-0029653,2533051.0,278.05,DT,False,0.06,2020-01-26 21:37:04.000,90.97,32.49,2020012600,2435,
7947,161.1,Fletcher Cox,00-0029653,2533051.0,276.51,DT,False,0.12,2020-01-26 21:37:04.100,90.97,32.48,2020012600,2435,line_set
7948,162.71,Fletcher Cox,00-0029653,2533051.0,275.89,DT,False,0.18,2020-01-26 21:37:04.200,90.98,32.45,2020012600,2435,
7949,199.34,Fletcher Cox,00-0029653,2533051.0,274.81,DT,False,0.13,2020-01-26 21:37:04.300,90.95,32.44,2020012600,2435,
7950,295.9,Fletcher Cox,00-0029653,2533051.0,271.24,DT,False,0.13,2020-01-26 21:37:04.400,90.93,32.48,2020012600,2435,
