,dir,displayName,gsisId,nflId,o,position,possTeam,s,time,x,y,game_id,play_id,event_name
0,65.1,Rodney Hudson,00-0027993,2495171.0,43.35,C,True,1.02,2020-01-26 21:36:55.800,87.17,29.59,2020012600,2435,huddle_start_offense
1,64.98,Rodney Hudson,00-0027993,2495171.0,53.41,C,True,1.02,2020-01-26 21:36:55.900,87.26,29.63,2020012600,2435,
2,65.4,Rodney Hudson,00-0027993,2495171.0,61.43,C,True,1.02,2020-01-26 21:36:56.000,87.35,29.67,2020012600,2435,
3,67.92,Rodney Hudson,00-0027993,2495171.0,67.91,C,True,1.01,2020-01-26 21:36:56.100,87.45,29.71,2020012600,2435,
4,72.8,Rodney Hudson,00-0027993,2495171.0,75.95,C,True,1.02,2020-01-26 21:36:56.200,87.56,29.73,2020012600,2435,
5,73.27,Rodney Hudson,00-0027993,2495171.0,83.32,C,True,1.04,2020-01-26 21:36:56.300,87.66,29.77,2020012600,2435,
6,73.3,Rodney Hudson,00-0027993,2495171.0,87.29,C,True,1.06,2020-01-26 21:36:56.400,87.76,29.8,2020012600,2435,
7,76.25,Rodney Hudson,00-0027993,2495171.0,90.83,C,True,1.09,2020-01-26 21:36:56.500,87.87,29.83,2020012600,2435,
8,75.84,Rodney Hudson,00-0027993,2495171.0,94.28,C,True,1.13,2020-01-26 21:36:56.600,87.99,29.86,2020012600,2435,huddle_break_offense
9,79.2,Rodney Hudson,00-0027993,2495171.0,96.93,C,True,1.13,2020-01-26 21:36:56.700,88.1,29.88,2020012600,2435,
10,80.86,Rodney Hudson,00-0027993,2495171.0,98.55,C,True,1.1,2020-01-26 21:36:56.800,88.21,29.89,2020012600,2435,
11,82.92,Rodney Hudson,00-0027993,2495171.0,98.55,C,True,1.06,2020-01-26 21:36:56.900,88.32,29.91,2020012600,2435,
12,87.47,Rodney Hudson,00-0027993,2495171.0,98.55,C,True,1.05,2020-01-26 21:36:57.000,88.43,29.91,2020012600,2435,
13,90.69,Rodney Hudson,00-0027993,2495171.0,97.12,C,True,1.0,2020-01-26 21:36:57.100,88.53,29.91,2020012600,2435,
14,95.11,Rodney Hudson,00-0027993,2495171.0,97.12,C,True,0.91,2020-01-26 21:36:57.200,88.62,29.9,2020012600,2435,
15,97.19,Rodney Hudson,00-0027993,2495171.0,93.83,C,True,0.85,2020-01-26 21:36:57.300,88.71,29.89,2020012600,2435,
16,94.52,Rodney Hudson,00-0027993,2495171.0,91.86,C,True,0.78,2020-01-26 21:36:57.400,88.79,29.89,2020012600,2435,
17,92.27,Rodney Hudson,00-0027993,2495171.0,91.86,C,True,0.69,2020-01-26 21:36:57.500,88.86,29.89,2020012600,2435,
18,86.83,Rodney Hudson,00-0027993,2495171.0,90.6,C,True,0.64,2020-01-26 21:36:57.600,88.93,29.9,2020012600,2435,
19,78.56,Rodney Hudson,00-0027993,2495171.0,88.61,C,True,0.62,2020-01-26 21:36:57.700,88.99,29.91,2020012600,2435,
20,73.17,Rodney Hudson,00-0027993,2495171.0,87.15,C,True,0.59,2020-01-26 21:36:57.800,89.05,29.93,2020012600,2435,
21,72.99,Rodney Hudson,00-0027993,2495171.0,86.24,C,True,0.52,2020-01-26 21:36:57.900,89.1,29.94,2020012600,2435,
22,67.55,Rodney Hudson,00-0027993,2495171.0,86.24,C,True,0.46,2020-01-26 21:36:58.000,89.15,29.95,2020012600,2435,
23,69.16,Rodney Hudson,00-0027993,2495171.0,86.24,C,True,0.38,2020-01-26 21:36:58.100,89.18,29.96,2020012600,2435,
24,68.88,Rodney Hudson,00-0027993,2495171.0,86.24,C,True,0.31,2020-01-26 21:36:58.200,89.21,29.98,2020012600,2435,
25,69.64,Rodney Hudson,00-0027993,2495171.0,87.75,C,True,0.22,2020-01-26 21:36:58.300,89.24,29.98,2020012600,2435,
26,83.4,Rodney Hudson,00-0027993,2495171.0,87.75,C,True,0.14,2020-01-26 21:36:58.400,89.25,29.98,2020012600,2435,
27,114.02,Rodney Hudson,00-0027993,2495171.0,86.33,C,True,0.1,2020-01-26 21:36:58.500,89.26,29.98,2020012600,2435,
28,134.94,Rodney Hudson,00-0027993,2495171.0,86.33,C,True,0.1,2020-01-26 21:36:58.600,89.27,29.97,2020012600,2435,
29,148.11,Rodney Hudson,00-0027993,2495171.0,85.64,C,True,0.09,2020-01-26 21:36:58.700,89.28,29.96,2020012600,2435,
30,162.58,Rodney Hudson,00-0027993,2495171.0,85.64,C,True,0.09,2020-01-26 21:36:58.800,89.29,29.96,2020012600,2435,
31,163.87,Rodney Hudson,00-0027993,2495171.0,85.64,C,True,0.07,2020-01-26 21:36:58.900,89.29,29.95,2020012600,2435,
32,148.89,Rodney Hudson,00-0027993,2495171.0,85.64,C,True,0.05,2020-01-26 21:36:59.000,89.29,29.95,2020012600,2435,
33,97.15,Rodney Hudson,00-0027993,2495171.0,85.64,C,True,0.08,2020-01-26 21:36:59.100,89.31,29.95,2020012600,2435,
34,94.08,Rodney Hudson,00-0027993,2495171.0,85.64,C,True,0.08,2020-01-26 21:36:59.200,89.32,29.95,2020012600,2435,
35,126.92,Rodney Hudson,00-0027993,2495171.0,85.64,C,True,0.07,2020-01-26 21:36:59.300,89.32,29.94,2020012600,2435,
36,140.29,Rodney Hudson,00-0027993,2495171.0,85.64,C,True,0.04,2020-01-26 21:36:59.400,89.32,29.94,2020012600,2435,
37,146.45,Rodney Hudson,00-0027993,2495171.0,85.64,C,True,0.04,2020-01-26 21:36:59.500,89.32,29.93,2020012600,2435,
38,131.85,Rodney Hudson,00-0027993,2495171.0,82.02,C,True,0.03,2020-01-26 21:36:59.600,89.32,29.93,2020012600,2435,
39,129.41,Rodney Hudson,00-0027993,2495171.0,80.33,C,True,0.02,2020-01-26 21:36:59.700,89.32,29.93,2020012600,2435,
40,78.9,Rodney Hudson,00-0027993,2495171.0,78.61,C,True,0.04,2020-01-26 21:36:59.800,89.34,29.95,2020012600,2435,
41,47.95,Rodney Hudson,00-0027993,2495171.0,76.79,C,True,0.05,2020-01-26 21:36:59.900,89.35,29.97,2020012600,2435,
42,36.7,Rodney Hudson,00-0027993,2495171.0,73.42,C,True,0.09,2020-01-26 21:37:00.000,89.37,30.01,2020012600,2435,
43,37.92,Rodney Hudson,00-0027993,2495171.0,70.91,C,True,0.1,2020-01-26 21:37:00.100,89.39,30.03,2020012600,2435,
44,26.38,Rodney Hudson,00-0027993,2495171.0,70.91,C,True,0.12,2020-01-26 21:37:00.200,89.39,30.08,2020012600,2435,
45,26.57,Rodney Hudson,00-0027993,2495171.0,69.39,C,True,0.13,2020-01-26 21:37:00.300,89.41,30.11,2020012600,2435,
46,26.19,Rodney Hudson,00-0027993,2495171.0,68.35,C,True,0.13,2020-01-26 21:37:00.400,89.42,30.13,2020012600,2435,
47,27.36,Rodney Hudson,00-0027993,2495171.0,67.57,C,True,0.12,2020-01-26 21:37:00.500,89.43,30.16,2020012600,2435,
48,29.28,Rodney Hudson,00-0027993,2495171.0,66.92,C,True,0.11,2020-01-26 21:37:00.600,89.45,30.16,2020012600,2435,
49,34.11,Rodney Hudson,00-0027993,2495171.0,66.92,C,True,0.1,2020-01-26 21:37:00.700,89.47,30.16,2020012600,2435,
50,39.5,Rodney Hudson,00-0027993,2495171.0,66.92,C,True,0.08,2020-01-26 21:37:00.800,89.47,30.13,2020012600,2435,
51,47.32,Rodney Hudson,00-0027993,2495171.0,67.92,C,True,0.06,2020-01-26 21:37:00.900,89.48,30.1,2020012600,2435,
52,53.39,Rodney Hudson,00-0027993,2495171.0,67.14,C,True,0.05,2020-01-26 21:37:01.000,89.49,30.08,2020012600,2435,
53,57.31,Rodney Hudson,00-0027993,2495171.0,67.97,C,True,0.04,2020-01-26 21:37:01.100,89.49,30.07,2020012600,2435,
54,68.25,Rodney Hudson,00-0027993,2495171.0,71.91,C,True,0.03,2020-01-26 21:37:01.200,89.48,30.03,2020012600,2435,
55,79.97,Rodney Hudson,00-0027993,2495171.0,74.12,C,True,0.02,2020-01-26 21:37:01.300,89.47,30.0,2020012600,2435,
56,91.42,Rodney Hudson,00-0027993,2495171.0,76.0,C,True,0.02,2020-01-26 21:37:01.400,89.46,29.98,2020012600,2435,
57,102.92,Rodney Hudson,00-0027993,2495171.0,78.47,C,True,0.02,2020-01-26 21:37:01.500,89.46,29.96,2020012600,2435,
58,144.16,Rodney Hudson,00-0027993,2495171.0,80.55,C,True,0.02,2020-01-26 21:37:01.600,89.45,29.94,2020012600,2435,
59,190.95,Rodney Hudson,00-0027993,2495171.0,84.33,C,True,0.09,2020-01-26 21:37:01.700,89.45,29.93,2020012600,2435,
60,194.0,Rodney Hudson,00-0027993,2495171.0,87.91,C,True,0.18,2020-01-26 21:37:01.800,89.45,29.92,2020012600,2435,
61,187.37,Rodney Hudson,00-0027993,2495171.0,89.81,C,True,0.26,2020-01-26 21:37:01.900,89.45,29.9,2020012600,2435,
62,182.76,Rodney Hudson,00-0027993,2495171.0,90.82,C,True,0.21,2020-01-26 21:37:02.000,89.45,29.89,2020012600,2435,
63,173.62,Rodney Hudson,00-0027993,2495171.0,92.28,C,True,0.17,2020-01-26 21:37:02.100,89.45,29.88,2020012600,2435,
64,139.65,Rodney Hudson,00-0027993,2495171.0,94.32,C,True,0.11,2020-01-26 21:37:02.200,89.47,29.88,2020012600,2435,
65,125.38,Rodney Hudson,00-0027993,2495171.0,94.32,C,True,0.11,2020-01-26 21:37:02.300,89.48,29.87,2020012600,2435,
66,88.78,Rodney Hudson,00-0027993,2495171.0,94.32,C,True,0.13,2020-01-26 21:37:02.400,89.5,29.89,2020012600,2435,
67,86.07,Rodney Hudson,00-0027993,2495171.0,94.32,C,True,0.13,2020-01-26 21:37:02.500,89.51,29.89,2020012600,2435,
68,95.3,Rodney Hudson,00-0027993,2495171.0,94.32,C,True,0.15,2020-01-26 21:37:02.600,89.53,29.87,2020012600,2435,
69,93.79,Rodney Hudson,00-0027993,2495171.0,94.32,C,True,0.15,2020-01-26 21:37:02.700,89.55,29.87,2020012600,2435,
70,94.0,Rodney Hudson,00-0027993,2495171.0,94.32,C,True,0.15,2020-01-26 21:37:02.800,89.57,29.87,2020012600,2435,line_set
71,92.23,Rodney Hudson,00-0027993,2495171.0,94.32,C,True,0.14,2020-01-26 21:37:02.900,89.59,29.87,2020012600,2435,
72,101.33,Rodney Hudson,00-0027993,2495171.0,95.47,C,True,0.14,2020-01-26 21:37:03.000,89.6,29.85,2020012600,2435,
73,96.6,Rodney Hudson,00-0027993,2495171.0,95.47,C,True,0.11,2020-01-26 21:37:03.100,89.59,29.86,2020012600,2435,
74,96.05,Rodney Hudson,00-0027993,2495171.0,96.55,C,True,0.09,2020-01-26 21:37:03.200,89.6,29.86,2020012600,2435,
75,99.81,Rodney Hudson,00-0027993,2495171.0,92.08,C,True,0.08,2020-01-26 21:37:03.300,89.6,29.85,2020012600,2435,
76,99.71,Rodney Hudson,00-0027993,2495171.0,97.65,C,True,0.06,2020-01-26 21:37:03.400,89.58,29.85,2020012600,2435,
77,96.55,Rodney Hudson,00-0027993,2495171.0,98.62,C,True,0.06,2020-01-26 21:37:03.500,89.59,29.85,2020012600,2435,
78,92.58,Rodney Hudson,00-0027993,2495171.0,99.6,C,True,0.05,2020-01-26 21:37:03.600,89.58,29.86,2020012600,2435,
79,91.74,Rodney Hudson,00-0027993,2495171.0,99.6,C,True,0.04,2020-01-26 21:37:03.700,89.58,29.86,2020012600,2435,
80,93.84,Rodney Hudson,00-0027993,2495171.0,100.56,C,True,0.04,2020-01-26 21:37:03.800,89.59,29.85,2020012600,2435,
81,93.55,Rodney Hudson,00-0027993,2495171.0,100.56,C,True,0.03,2020-01-26 21:37:03.900,89.59,29.85,2020012600,2435,
82,93.76,Rodney Hudson,00-0027993,2495171.0,94.04,C,True,0.03,2020-01-26 21:37:04.000,89.59,29.85,2020012600,2435,
83,98.79,Rodney Hudson,00-0027993,2495171.0,93.33,C,True,0.03,2020-01-26 21:37:04.100,89.6,29.84,2020012600,2435,line_set
84,95.21,Rodney Hudson,00-0027993,2495171.0,98.92,C,True,0.03,2020-01-26 21:37:04.200,89.61,29.85,2020012600,2435,
85,97.12,Rodney Hudson,00-0027993,2495171.0,98.92,C,True,0.02,2020-01-26 21:37:04.300,89.61,29.84,2020012600,2435,
86,99.74,Rodney Hudson,00-0027993,2495171.0,98.92,C,True,0.02,2020-01-26 21:37:04.400,89.61,29.84,2020012600,2435,
87,103.4,Rodney Hudson,00-0027993,2495171.0,98.03,C,True,0.02,2020-01-26 21:37:04.500,89.6,29.83,2020012600,2435,
88,102.93,Rodney Hudson,00-0027993,2495171.0,96.17,C,True,0.01,2020-01-26 21:37:04.600,89.59,29.83,2020012600,2435,
89,104.49,Rodney Hudson,00-0027993,2495171.0,96.17,C,True,0.01,2020-01-26 21:37:04.700,89.59,29.83,2020012600,2435,
90,101.71,Rodney Hudson,00-0027993,2495171.0,93.37,C,True,0.01,2020-01-26 21:37:04.800,89.59,29.83,2020012600,2435,
91,103.13,Rodney Hudson,00-0027993,2495171.0,91.99,C,True,0.01,2020-01-26 21:37:04.900,89.59,29.83,2020012600,2435,
92,108.1,Rodney Hudson,00-0027993,2495171.0,89.7,C,True,0.01,2020-01-26 21:37:05.000,89.58,29.82,2020012600,2435,
93,105.1,Rodney Hudson,00-0027993,2495171.0,86.22,C,True,0.01,2020-01-26 21:37:05.100,89.57,29.83,2020012600,2435,
94,104.36,Rodney Hudson,00-0027993,2495171.0,86.22,C,True,0.0,2020-01-26 21:37:05.200,89.57,29.83,2020012600,2435,
95,91.5,Rodney Hudson,00-0027993,2495171.0,79.19,C,True,0.0,2020-01-26 21:37:05.300,89.55,29.85,2020012600,2435,
96,95.85,Rodney Hudson,00-0027993,2495171.0,79.19,C,True,0.0,2020-01-26 21:37:05.400,89.55,29.84,2020012600,2435,
97,91.41,Rodney Hudson,00-0027993,2495171.0,78.57,C,True,0.0,2020-01-26 21:37:05.500,89.55,29.85,2020012600,2435,
98,95.67,Rodney Hudson,00-0027993,2495171.0,78.57,C,True,0.0,2020-01-26 21:37:05.600,89.55,29.84,2020012600,2435,
99,99.52,Rodney Hudson,00-0027993,2495171.0,78.57,C,True,0.0,2020-01-26 21:37:05.700,89.55,29.84,2020012600,2435,
100,96.76,Rodney Hudson,00-0027993,2495171.0,78.57,C,True,0.0,2020-01-26 21:37:05.800,89.55,29.84,2020012600,2435,
101,95.8,Rodney Hudson,00-0027993,2495171.0,78.57,C,True,0.0,2020-01-26 21:37:05.900,89.55,29.84,2020012600,2435,
102,97.61,Rodney Hudson,00-0027993,2495171.0,78.57,C,True,0.0,2020-01-26 21:37:06.000,89.55,29.84,2020012600,2435,
103,93.5,Rodney Hudson,00-0027993,2495171.0,78.57,C,True,0.0,2020-01-26 21:37:06.100,89.55,29.84,2020012600,2435,
104,93.41,Rodney Hudson,00-0027993,2495171.0,79.35,C,True,0.0,2020-01-26 21:37:06.200,89.55,29.84,2020012600,2435,
105,83.55,Rodney Hudson,00-0027993,2495171.0,80.56,C,True,0.0,2020-01-26 21:37:06.300,89.55,29.85,2020012600,2435,
106,71.3,Rodney Hudson,00-0027993,2495171.0,80.56,C,True,0.0,2020-01-26 21:37:06.400,89.55,29.86,2020012600,2435,
107,61.46,Rodney Hudson,00-0027993,2495171.0,80.56,C,True,0.0,2020-01-26 21:37:06.500,89.55,29.86,2020012600,2435,
108,46.59,Rodney Hudson,00-0027993,2495171.0,80.56,C,True,0.0,2020-01-26 21:37:06.600,89.54,29.87,2020012600,2435,
109,36.77,Rodney Hudson,00-0027993,2495171.0,80.56,C,True,0.0,2020-01-26 21:37:06.700,89.54,29.87,2020012600,2435,
110,301.39,Rodney Hudson,00-0027993,2495171.0,79.85,C,True,0.0,2020-01-26 21:37:06.800,89.53,29.87,2020012600,2435,
111,258.79,Rodney Hudson,00-0027993,2495171.0,81.73,C,True,0.07,2020-01-26 21:37:06.900,89.51,29.86,2020012600,2435,
112,249.11,Rodney Hudson,00-0027993,2495171.0,81.73,C,True,0.25,2020-01-26 21:37:07.000,89.49,29.85,2020012600,2435,
113,247.12,Rodney Hudson,00-0027993,2495171.0,86.31,C,True,0.56,2020-01-26 21:37:07.100,89.45,29.83,2020012600,2435,ball_snap
114,246.53,Rodney Hudson,00-0027993,2495171.0,89.0,C,True,0.95,2020-01-26 21:37:07.200,89.37,29.8,2020012600,2435,
115,244.88,Rodney Hudson,00-0027993,2495171.0,95.24,C,True,1.35,2020-01-26 21:37:07.300,89.25,29.75,2020012600,2435,
116,245.6,Rodney Hudson,00-0027993,2495171.0,100.4,C,True,1.66,2020-01-26 21:37:07.400,89.1,29.68,2020012600,2435,
117,245.72,Rodney Hudson,00-0027993,2495171.0,106.86,C,True,1.94,2020-01-26 21:37:07.500,88.91,29.6,2020012600,2435,
118,247.22,Rodney Hudson,00-0027993,2495171.0,116.42,C,True,2.09,2020-01-26 21:37:07.600,88.71,29.52,2020012600,2435,
119,249.23,Rodney Hudson,00-0027993,2495171.0,133.78,C,True,2.21,2020-01-26 21:37:07.700,88.49,29.45,2020012600,2435,
120,250.17,Rodney Hudson,00-0027993,2495171.0,144.56,C,True,2.24,2020-01-26 21:37:07.800,88.28,29.37,2020012600,2435,
121,251.86,Rodney Hudson,00-0027993,2495171.0,153.78,C,True,2.28,2020-01-26 21:37:07.900,88.05,29.3,2020012600,2435,
122,252.92,Rodney Hudson,00-0027993,2495171.0,161.98,C,True,2.24,2020-01-26 21:37:08.000,87.83,29.23,2020012600,2435,
123,254.81,Rodney Hudson,00-0027993,2495171.0,165.29,C,True,2.17,2020-01-26 21:37:08.100,87.61,29.18,2020012600,2435,
124,257.23,Rodney Hudson,00-0027993,2495171.0,167.07,C,True,2.16,2020-01-26 21:37:08.200,87.39,29.13,2020012600,2435,
125,258.15,Rodney Hudson,00-0027993,2495171.0,169.79,C,True,2.1,2020-01-26 21:37:08.300,87.18,29.08,2020012600,2435,
126,258.85,Rodney Hudson,00-0027993,2495171.0,169.79,C,True,2.01,2020-01-26 21:37:08.400,86.97,29.03,2020012600,2435,
127,260.37,Rodney Hudson,00-0027993,2495171.0,171.69,C,True,1.91,2020-01-26 21:37:08.500,86.78,29.0,2020012600,2435,
128,263.71,Rodney Hudson,00-0027993,2495171.0,171.69,C,True,1.95,2020-01-26 21:37:08.600,86.57,28.98,2020012600,2435,
129,265.6,Rodney Hudson,00-0027993,2495171.0,170.41,C,True,1.91,2020-01-26 21:37:08.700,86.37,28.96,2020012600,2435,
130,268.03,Rodney Hudson,00-0027993,2495171.0,167.41,C,True,1.88,2020-01-26 21:37:08.800,86.18,28.96,2020012600,2435,
131,270.2,Rodney Hudson,00-0027993,2495171.0,165.86,C,True,1.77,2020-01-26 21:37:08.900,86.0,28.96,2020012600,2435,
132,271.43,Rodney Hudson,00-0027993,2495171.0,163.47,C,True,1.63,2020-01-26 21:37:09.000,85.83,28.96,2020012600,2435,
133,273.66,Rodney Hudson,00-0027993,2495171.0,160.45,C,True,1.41,2020-01-26 21:37:09.100,85.69,28.97,2020012600,2435,
134,274.21,Rodney Hudson,00-0027993,2495171.0,154.59,C,True,1.16,2020-01-26 21:37:09.200,85.57,28.97,2020012600,2435,
135,281.98,Rodney Hudson,00-0027993,2495171.0,151.04,C,True,0.79,2020-01-26 21:37:09.300,85.49,28.99,2020012600,2435,
136,304.21,Rodney Hudson,00-0027993,2495171.0,144.32,C,True,0.5,2020-01-26 21:37:09.400,85.45,29.02,2020012600,2435,
137,342.97,Rodney Hudson,00-0027993,2495171.0,136.53,C,True,0.34,2020-01-26 21:37:09.500,85.44,29.05,2020012600,2435,
138,33.78,Rodney Hudson,00-0027993,2495171.0,125.81,C,True,0.43,2020-01-26 21:37:09.600,85.46,29.09,2020012600,2435,
139,42.01,Rodney Hudson,00-0027993,2495171.0,113.93,C,True,0.86,2020-01-26 21:37:09.700,85.52,29.17,2020012600,2435,
140,45.73,Rodney Hudson,00-0027993,2495171.0,103.84,C,True,1.19,2020-01-26 21:37:09.800,85.6,29.26,2020012600,2435,
141,46.59,Rodney Hudson,00-0027993,2495171.0,90.44,C,True,1.53,2020-01-26 21:37:09.900,85.71,29.37,2020012600,2435,
142,46.22,Rodney Hudson,00-0027993,2495171.0,80.36,C,True,1.81,2020-01-26 21:37:10.000,85.85,29.5,2020012600,2435,
143,46.11,Rodney Hudson,00-0027993,2495171.0,74.56,C,True,2.13,2020-01-26 21:37:10.100,86.01,29.66,2020012600,2435,
144,45.1,Rodney Hudson,00-0027993,2495171.0,67.86,C,True,2.41,2020-01-26 21:37:10.200,86.18,29.83,2020012600,2435,
145,43.02,Rodney Hudson,00-0027993,2495171.0,57.25,C,True,2.72,2020-01-26 21:37:10.300,86.36,30.04,2020012600,2435,
146,41.03,Rodney Hudson,00-0027993,2495171.0,51.61,C,True,2.96,2020-01-26 21:37:10.400,86.56,30.26,2020012600,2435,pass_forward
147,39.3,Rodney Hudson,00-0027993,2495171.0,47.42,C,True,3.13,2020-01-26 21:37:10.500,86.76,30.51,2020012600,2435,
148,37.32,Rodney Hudson,00-0027993,2495171.0,45.61,C,True,3.31,2020-01-26 21:37:10.600,86.96,30.78,2020012600,2435,
149,35.33,Rodney Hudson,00-0027993,2495171.0,39.38,C,True,3.45,2020-01-26 21:37:10.700,87.17,31.07,2020012600,2435,
150,34.02,Rodney Hudson,00-0027993,2495171.0,35.59,C,True,3.57,2020-01-26 21:37:10.800,87.38,31.37,2020012600,2435,
151,32.41,Rodney Hudson,00-0027993,2495171.0,31.05,C,True,3.64,2020-01-26 21:37:10.900,87.58,31.69,2020012600,2435,
152,31.23,Rodney Hudson,00-0027993,2495171.0,27.5,C,True,3.69,2020-01-26 21:37:11.000,87.78,32.02,2020012600,2435,
153,30.03,Rodney Hudson,00-0027993,2495171.0,24.98,C,True,3.68,2020-01-26 21:37:11.100,87.97,32.35,2020012600,2435,
154,28.31,Rodney Hudson,00-0027993,2495171.0,23.2,C,True,3.61,2020-01-26 21:37:11.200,88.14,32.68,2020012600,2435,
155,27.6,Rodney Hudson,00-0027993,2495171.0,17.81,C,True,3.5,2020-01-26 21:37:11.300,88.31,33.0,2020012600,2435,
156,26.61,Rodney Hudson,00-0027993,2495171.0,22.61,C,True,3.46,2020-01-26 21:37:11.400,88.48,33.33,2020012600,2435,
157,25.48,Rodney Hudson,00-0027993,2495171.0,23.42,C,True,3.41,2020-01-26 21:37:11.500,88.64,33.67,2020012600,2435,
158,24.82,Rodney Hudson,00-0027993,2495171.0,23.42,C,True,3.34,2020-01-26 21:37:11.600,88.79,33.99,2020012600,2435,
159,23.82,Rodney Hudson,00-0027993,2495171.0,22.45,C,True,3.25,2020-01-26 21:37:11.700,88.93,34.3,2020012600,2435,
160,23.32,Rodney Hudson,00-0027993,2495171.0,20.55,C,True,3.18,2020-01-26 21:37:11.800,89.06,34.61,2020012600,2435,
161,23.44,Rodney Hudson,00-0027993,2495171.0,25.41,C,True,3.11,2020-01-26 21:37:11.900,89.19,34.91,2020012600,2435,pass_arrived
162,22.2,Rodney Hudson,00-0027993,2495171.0,31.04,C,True,3.04,2020-01-26 21:37:12.000,89.31,35.2,2020012600,2435,pass_outcome_interception
163,22.08,Rodney Hudson,00-0027993,2495171.0,37.17,C,True,2.96,2020-01-26 21:37:12.100,89.43,35.48,2020012600,2435,
164,24.74,Rodney Hudson,00-0027993,2495171.0,39.32,C,True,3.06,2020-01-26 21:37:12.200,89.57,35.78,2020012600,2435,
165,27.87,Rodney Hudson,00-0027993,2495171.0,42.53,C,True,3.14,2020-01-26 21:37:12.300,89.73,36.07,2020012600,2435,
166,30.2,Rodney Hudson,00-0027993,2495171.0,39.58,C,True,3.1,2020-01-26 21:37:12.400,89.89,36.34,2020012600,2435,
167,34.34,Rodney Hudson,00-0027993,2495171.0,44.48,C,True,3.23,2020-01-26 21:37:12.500,90.08,36.61,2020012600,2435,
168,38.25,Rodney Hudson,00-0027993,2495171.0,48.97,C,True,3.44,2020-01-26 21:37:12.600,90.3,36.9,2020012600,2435,
169,43.1,Rodney Hudson,00-0027993,2495171.0,65.11,C,True,3.64,2020-01-26 21:37:12.700,90.55,37.17,2020012600,2435,
170,47.46,Rodney Hudson,00-0027993,2495171.0,67.44,C,True,3.77,2020-01-26 21:37:12.800,90.83,37.43,2020012600,2435,
171,51.69,Rodney Hudson,00-0027993,2495171.0,70.95,C,True,3.92,2020-01-26 21:37:12.900,91.13,37.68,2020012600,2435,
172,56.41,Rodney Hudson,00-0027993,2495171.0,69.9,C,True,4.09,2020-01-26 21:37:13.000,91.48,37.92,2020012600,2435,
173,60.74,Rodney Hudson,00-0027993,2495171.0,72.8,C,True,4.2,2020-01-26 21:37:13.100,91.84,38.13,2020012600,2435,
174,65.13,Rodney Hudson,00-0027993,2495171.0,82.77,C,True,4.33,2020-01-26 21:37:13.200,92.23,38.32,2020012600,2435,
175,69.51,Rodney Hudson,00-0027993,2495171.0,86.1,C,True,4.39,2020-01-26 21:37:13.300,92.65,38.48,2020012600,2435,
176,75.2,Rodney Hudson,00-0027993,2495171.0,86.1,C,True,4.49,2020-01-26 21:37:13.400,93.09,38.6,2020012600,2435,
177,78.97,Rodney Hudson,00-0027993,2495171.0,90.14,C,True,4.52,2020-01-26 21:37:13.500,93.54,38.7,2020012600,2435,
178,83.35,Rodney Hudson,00-0027993,2495171.0,96.94,C,True,4.57,2020-01-26 21:37:13.600,94.01,38.76,2020012600,2435,
179,86.82,Rodney Hudson,00-0027993,2495171.0,104.27,C,True,4.61,2020-01-26 21:37:13.700,94.48,38.79,2020012600,2435,
180,90.89,Rodney Hudson,00-0027993,2495171.0,105.07,C,True,4.62,2020-01-26 21:37:13.800,94.95,38.78,2020012600,2435,
181,94.65,Rodney Hudson,00-0027993,2495171.0,103.34,C,True,4.54,2020-01-26 21:37:13.900,95.42,38.75,2020012600,2435,
182,98.65,Rodney Hudson,00-0027993,2495171.0,118.62,C,True,4.56,2020-01-26 21:37:14.000,95.89,38.67,2020012600,2435,first_contact
183,104.24,Rodney Hudson,00-0027993,2495171.0,118.62,C,True,4.57,2020-01-26 21:37:14.100,96.35,38.54,2020012600,2435,
184,109.0,Rodney Hudson,00-0027993,2495171.0,122.38,C,True,4.55,2020-01-26 21:37:14.200,96.79,38.39,2020012600,2435,
185,113.26,Rodney Hudson,00-0027993,2495171.0,126.93,C,True,4.52,2020-01-26 21:37:14.300,97.22,38.21,2020012600,2435,
186,117.95,Rodney Hudson,00-0027993,2495171.0,131.38,C,True,4.51,2020-01-26 21:37:14.400,97.64,37.98,2020012600,2435,
187,122.74,Rodney Hudson,00-0027993,2495171.0,138.22,C,True,4.52,2020-01-26 21:37:14.500,98.03,37.74,2020012600,2435,
188,127.55,Rodney Hudson,00-0027993,2495171.0,134.43,C,True,4.48,2020-01-26 21:37:14.600,98.4,37.46,2020012600,2435,
189,133.93,Rodney Hudson,00-0027993,2495171.0,138.35,C,True,4.53,2020-01-26 21:37:14.700,98.73,37.14,2020012600,2435,
190,140.22,Rodney Hudson,00-0027993,2495171.0,144.25,C,True,4.63,2020-01-26 21:37:14.800,99.04,36.77,2020012600,2435,
191,146.33,Rodney Hudson,00-0027993,2495171.0,155.5,C,True,4.69,2020-01-26 21:37:14.900,99.31,36.37,2020012600,2435,
192,150.85,Rodney Hudson,00-0027993,2495171.0,162.72,C,True,4.67,2020-01-26 21:37:15.000,99.55,35.97,2020012600,2435,
193,154.93,Rodney Hudson,00-0027993,2495171.0,171.04,C,True,4.67,2020-01-26 21:37:15.100,99.76,35.55,2020012600,2435,
194,160.68,Rodney Hudson,00-0027993,2495171.0,178.87,C,True,4.78,2020-01-26 21:37:15.200,99.93,35.09,2020012600,2435,
